motorway,datetime,station,direction,light_count,heavy_count
ΑΙΓΑΙΟΥ,2025-12-31 07:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,102,23
ΑΙΓΑΙΟΥ,2025-12-31 07:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,50,21
ΑΙΓΑΙΟΥ,2025-12-31 07:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,97,28
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,1350,21
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΚΟΡΩΠΙ,-,1085,110
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,1264,129
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,416,110
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΡΟΥΠΑΚΙ,-,360,111
ΓΕΦΥΡΑ,2025-12-31 07:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,112,0
ΓΕΦΥΡΑ,2025-12-31 07:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,169,0
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-31 07:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,23,11
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-31 07:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,41,4
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 07:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,81,24
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 07:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,252,28
ΜΟΡΕΑΣ,2025-12-31 07:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,84,23
ΜΟΡΕΑΣ,2025-12-31 07:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,39,24
ΜΟΡΕΑΣ,2025-12-31 07:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,90,23
ΜΟΡΕΑΣ,2025-12-31 07:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,90,26
ΜΟΡΕΑΣ,2025-12-31 07:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,139,28
ΜΟΡΕΑΣ,2025-12-31 07:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,150,45
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 07:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,58,15
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 07:00:00+02:00,ΚΛΟΚΟΒΑ,ΙΩΑΝΝΙΝΑ,127,29
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 07:00:00+02:00,ΤΕΡΟΒΟ,ΑΝΤΙΡΡΙΟ,47,20
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 07:00:00+02:00,ΤΕΡΟΒΟ,ΙΩΑΝΝΙΝΑ,71,13
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 07:00:00+02:00,ΑΦΙΔΝΕΣ,ΑΘΗΝΑ,504,147
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 07:00:00+02:00,ΑΦΙΔΝΕΣ,ΛΑΜΙΑ,1005,208
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 07:00:00+02:00,ΘΗΒΑ,ΑΘΗΝΑ,79,35
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 07:00:00+02:00,ΘΗΒΑ,ΛΑΜΙΑ,481,37
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΑΘΗΝΑ,590,122
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΠΑΤΡΑ,727,143
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΙΣΘΜΟΣ,ΑΘΗΝΑ,285,76
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΙΣΘΜΟΣ,ΠΑΤΡΑ,455,79
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΡΙΟ,ΑΘΗΝΑ,155,26
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 07:00:00+02:00,ΡΙΟ,ΠΑΤΡΑ,210,49
ΑΙΓΑΙΟΥ,2025-12-31 08:00:00+02:00,ΚΛΕΙΔΙ,ΑΘΗΝΑ,258,64
ΑΙΓΑΙΟΥ,2025-12-31 08:00:00+02:00,ΚΛΕΙΔΙ,ΘΕΣΣΑΛΟΝΙΚΗ,193,81
ΑΙΓΑΙΟΥ,2025-12-31 08:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΑΘΗΝΑ,130,25
ΑΙΓΑΙΟΥ,2025-12-31 08:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,149,36
ΑΙΓΑΙΟΥ,2025-12-31 08:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΑΘΗΝΑ,2,0
ΑΙΓΑΙΟΥ,2025-12-31 08:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,125,14
ΑΙΓΑΙΟΥ,2025-12-31 08:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,96,14
ΑΙΓΑΙΟΥ,2025-12-31 08:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,205,28
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,1513,45
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΚΟΡΩΠΙ,-,1277,125
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,1454,131
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,398,117
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΡΟΥΠΑΚΙ,-,366,105
ΓΕΦΥΡΑ,2025-12-31 08:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,169,0
ΓΕΦΥΡΑ,2025-12-31 08:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,259,0
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-31 08:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,32,5
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-31 08:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,89,15
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 08:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,117,31
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 08:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,468,27
ΜΟΡΕΑΣ,2025-12-31 08:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,85,18
ΜΟΡΕΑΣ,2025-12-31 08:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,74,16
ΜΟΡΕΑΣ,2025-12-31 08:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,114,20
ΜΟΡΕΑΣ,2025-12-31 08:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,131,26
ΜΟΡΕΑΣ,2025-12-31 08:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,154,32
ΜΟΡΕΑΣ,2025-12-31 08:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,189,34
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 08:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,119,23
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 08:00:00+02:00,ΚΛΟΚΟΒΑ,ΙΩΑΝΝΙΝΑ,207,17
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 08:00:00+02:00,ΤΕΡΟΒΟ,ΑΝΤΙΡΡΙΟ,82,13
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 08:00:00+02:00,ΤΕΡΟΒΟ,ΙΩΑΝΝΙΝΑ,106,18
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 08:00:00+02:00,ΑΦΙΔΝΕΣ,ΑΘΗΝΑ,561,179
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 08:00:00+02:00,ΑΦΙΔΝΕΣ,ΛΑΜΙΑ,1000,234
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 08:00:00+02:00,ΘΗΒΑ,ΑΘΗΝΑ,112,27
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 08:00:00+02:00,ΘΗΒΑ,ΛΑΜΙΑ,562,69
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΑΘΗΝΑ,605,134
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΠΑΤΡΑ,806,177
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΙΣΘΜΟΣ,ΑΘΗΝΑ,354,62
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΙΣΘΜΟΣ,ΠΑΤΡΑ,591,91
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΡΙΟ,ΑΘΗΝΑ,226,37
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 08:00:00+02:00,ΡΙΟ,ΠΑΤΡΑ,316,37
ΑΙΓΑΙΟΥ,2025-12-31 09:00:00+02:00,ΚΛΕΙΔΙ,ΑΘΗΝΑ,370,75
ΑΙΓΑΙΟΥ,2025-12-31 09:00:00+02:00,ΚΛΕΙΔΙ,ΘΕΣΣΑΛΟΝΙΚΗ,254,78
ΑΙΓΑΙΟΥ,2025-12-31 09:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΑΘΗΝΑ,252,39
ΑΙΓΑΙΟΥ,2025-12-31 09:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,241,57
ΑΙΓΑΙΟΥ,2025-12-31 09:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΑΘΗΝΑ,2,0
ΑΙΓΑΙΟΥ,2025-12-31 09:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,228,33
ΑΙΓΑΙΟΥ,2025-12-31 09:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,136,17
ΑΙΓΑΙΟΥ,2025-12-31 09:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,230,16
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,1572,42
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΚΟΡΩΠΙ,-,1377,145
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,1696,131
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,422,124
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΡΟΥΠΑΚΙ,-,451,128
ΓΕΦΥΡΑ,2025-12-31 09:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,202,0
ΓΕΦΥΡΑ,2025-12-31 09:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,346,0
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-31 09:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,71,6
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-31 09:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,129,9
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 09:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,230,25
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 09:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,500,52
ΜΟΡΕΑΣ,2025-12-31 09:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,122,13
ΜΟΡΕΑΣ,2025-12-31 09:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,99,6
ΜΟΡΕΑΣ,2025-12-31 09:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,188,34
ΜΟΡΕΑΣ,2025-12-31 09:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,197,35
ΜΟΡΕΑΣ,2025-12-31 09:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,211,42
ΜΟΡΕΑΣ,2025-12-31 09:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,272,60
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 09:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,135,29
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 09:00:00+02:00,ΚΛΟΚΟΒΑ,ΙΩΑΝΝΙΝΑ,286,24
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 09:00:00+02:00,ΤΕΡΟΒΟ,ΑΝΤΙΡΡΙΟ,132,12
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 09:00:00+02:00,ΤΕΡΟΒΟ,ΙΩΑΝΝΙΝΑ,208,17
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 09:00:00+02:00,ΑΦΙΔΝΕΣ,ΑΘΗΝΑ,680,178
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 09:00:00+02:00,ΑΦΙΔΝΕΣ,ΛΑΜΙΑ,1011,172
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 09:00:00+02:00,ΘΗΒΑ,ΑΘΗΝΑ,148,42
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 09:00:00+02:00,ΘΗΒΑ,ΛΑΜΙΑ,516,76
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΑΘΗΝΑ,689,125
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΠΑΤΡΑ,1033,163
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΙΣΘΜΟΣ,ΑΘΗΝΑ,491,66
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΙΣΘΜΟΣ,ΠΑΤΡΑ,785,107
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΡΙΟ,ΑΘΗΝΑ,263,53
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 09:00:00+02:00,ΡΙΟ,ΠΑΤΡΑ,376,62

ΑΙΓΑΙΟΥ,2025-12-31 10:00:00+02:00,ΚΛΕΙΔΙ,ΑΘΗΝΑ,486,79
ΑΙΓΑΙΟΥ,2025-12-31 10:00:00+02:00,ΚΛΕΙΔΙ,ΘΕΣΣΑΛΟΝΙΚΗ,370,78
ΑΙΓΑΙΟΥ,2025-12-31 10:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΑΘΗΝΑ,321,34
ΑΙΓΑΙΟΥ,2025-12-31 10:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,287,39
ΑΙΓΑΙΟΥ,2025-12-31 10:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΑΘΗΝΑ,6,1
ΑΙΓΑΙΟΥ,2025-12-31 10:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,204,18
ΑΙΓΑΙΟΥ,2025-12-31 10:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,190,19
ΑΙΓΑΙΟΥ,2025-12-31 10:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,245,33
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,1548,49
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΚΟΡΩΠΙ,-,1613,114
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,1953,144
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,430,140
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΡΟΥΠΑΚΙ,-,531,92
ΓΕΦΥΡΑ,2025-12-31 10:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,270,0
ΓΕΦΥΡΑ,2025-12-31 10:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,395,0
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-31 10:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,74,8
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-31 10:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,136,15
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 10:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,298,22
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 10:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,478,70
ΜΟΡΕΑΣ,2025-12-31 10:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,138,15
ΜΟΡΕΑΣ,2025-12-31 10:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,161,20
ΜΟΡΕΑΣ,2025-12-31 10:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,234,25
ΜΟΡΕΑΣ,2025-12-31 10:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,235,26
ΜΟΡΕΑΣ,2025-12-31 10:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,324,44
ΜΟΡΕΑΣ,2025-12-31 10:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,401,53
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 10:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,197,21
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 10:00:00+02:00,ΚΛΟΚΟΒΑ,ΙΩΑΝΝΙΝΑ,315,41
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 10:00:00+02:00,ΤΕΡΟΒΟ,ΑΝΤΙΡΡΙΟ,196,19
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 10:00:00+02:00,ΤΕΡΟΒΟ,ΙΩΑΝΝΙΝΑ,262,23
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 10:00:00+02:00,ΑΦΙΔΝΕΣ,ΑΘΗΝΑ,725,160
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 10:00:00+02:00,ΑΦΙΔΝΕΣ,ΛΑΜΙΑ,1181,191
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 10:00:00+02:00,ΘΗΒΑ,ΑΘΗΝΑ,286,38
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 10:00:00+02:00,ΘΗΒΑ,ΛΑΜΙΑ,621,54
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΑΘΗΝΑ,832,131
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΠΑΤΡΑ,1379,171
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΙΣΘΜΟΣ,ΑΘΗΝΑ,676,82
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΙΣΘΜΟΣ,ΠΑΤΡΑ,1103,109
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΡΙΟ,ΑΘΗΝΑ,320,59
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-31 10:00:00+02:00,ΡΙΟ,ΠΑΤΡΑ,485,61
ΑΙΓΑΙΟΥ,2025-12-31 11:00:00+02:00,ΚΛΕΙΔΙ,ΑΘΗΝΑ,678,86
ΑΙΓΑΙΟΥ,2025-12-31 11:00:00+02:00,ΚΛΕΙΔΙ,ΘΕΣΣΑΛΟΝΙΚΗ,418,79
ΑΙΓΑΙΟΥ,2025-12-31 11:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΑΘΗΝΑ,420,48
ΑΙΓΑΙΟΥ,2025-12-31 11:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,357,42
ΑΙΓΑΙΟΥ,2025-12-31 11:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΑΘΗΝΑ,4,1
ΑΙΓΑΙΟΥ,2025-12-31 11:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,233,24
ΑΙΓΑΙΟΥ,2025-12-31 11:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,282,25
ΑΙΓΑΙΟΥ,2025-12-31 11:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,259,42
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 11:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,1657,41
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 11:00:00+02:00,ΚΟΡΩΠΙ,-,1889,146
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 11:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,2147,102
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 11:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,418,116
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-31 11:00:00+02:00,ΡΟΥΠΑΚΙ,-,729,98
ΓΕΦΥΡΑ,2025-12-31 11:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,348,0
ΓΕΦΥΡΑ,2025-12-31 11:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,434,0
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-31 11:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,95,7
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-31 11:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,133,22
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 11:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,474,23
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-31 11:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,572,57
ΜΟΡΕΑΣ,2025-12-31 11:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,180,19
ΜΟΡΕΑΣ,2025-12-31 11:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,199,18
ΜΟΡΕΑΣ,2025-12-31 11:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,334,22
ΜΟΡΕΑΣ,2025-12-31 11:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,379,20
ΜΟΡΕΑΣ,2025-12-31 11:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,432,45
ΜΟΡΕΑΣ,2025-12-31 11:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,557,39
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-31 11:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,290,28
