motorway,datetime,station,direction,light_count,heavy_count
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΑΝΑΛΗΨΗ,ΗΓΟΥΜΕΝΙΤΣΑ,515,61
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΑΝΑΛΗΨΗ,ΚΗΠΟΙ,346,72
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΗΓΟΥΜΕΝΙΤΣΑ,787,120
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΚΗΠΟΙ,939,145
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΙΑΣΜΟΥ,ΗΓΟΥΜΕΝΙΤΣΑ,187,15
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΙΑΣΜΟΥ,ΚΗΠΟΙ,242,46
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΜΑΛΓΑΡΑ,ΗΓΟΥΜΕΝΙΤΣΑ,1242,153
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΜΑΛΓΑΡΑ,ΚΗΠΟΙ,1268,148
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΗΓΟΥΜΕΝΙΤΣΑ,444,32
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΚΗΠΟΙ,329,52
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-30 15:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,140,24
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-30 15:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,166,31
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 15:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,807,59
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 15:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,513,108
ΜΟΡΕΑΣ,2025-12-30 15:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,211,14
ΜΟΡΕΑΣ,2025-12-30 15:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,214,19
ΜΟΡΕΑΣ,2025-12-30 15:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,536,28
ΜΟΡΕΑΣ,2025-12-30 15:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,432,34
ΜΟΡΕΑΣ,2025-12-30 15:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,690,51
ΜΟΡΕΑΣ,2025-12-30 15:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,601,58
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 15:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,560,37
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 15:00:00+02:00,ΚΛΟΚΟΒΑ,ΙΩΑΝΝΙΝΑ,386,44
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 15:00:00+02:00,ΤΕΡΟΒΟ,ΑΝΤΙΡΡΙΟ,446,32
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 15:00:00+02:00,ΤΕΡΟΒΟ,ΙΩΑΝΝΙΝΑ,371,30
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 15:00:00+02:00,ΑΦΙΔΝΕΣ,ΑΘΗΝΑ,1934,217
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 15:00:00+02:00,ΑΦΙΔΝΕΣ,ΛΑΜΙΑ,1267,225
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 15:00:00+02:00,ΘΗΒΑ,ΑΘΗΝΑ,1015,69
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 15:00:00+02:00,ΘΗΒΑ,ΛΑΜΙΑ,545,114
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΑΘΗΝΑ,1972,144
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΠΑΤΡΑ,1757,198
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΙΣΘΜΟΣ,ΑΘΗΝΑ,1771,102
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΙΣΘΜΟΣ,ΠΑΤΡΑ,1290,141
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΡΙΟ,ΑΘΗΝΑ,861,61
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 15:00:00+02:00,ΡΙΟ,ΠΑΤΡΑ,673,89
ΑΙΓΑΙΟΥ,2025-12-30 16:00:00+02:00,ΚΛΕΙΔΙ,ΑΘΗΝΑ,646,112
ΑΙΓΑΙΟΥ,2025-12-30 16:00:00+02:00,ΚΛΕΙΔΙ,ΘΕΣΣΑΛΟΝΙΚΗ,693,104
ΑΙΓΑΙΟΥ,2025-12-30 16:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΑΘΗΝΑ,471,69
ΑΙΓΑΙΟΥ,2025-12-30 16:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,476,72
ΑΙΓΑΙΟΥ,2025-12-30 16:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΑΘΗΝΑ,6,0
ΑΙΓΑΙΟΥ,2025-12-30 16:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,280,45
ΑΙΓΑΙΟΥ,2025-12-30 16:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,427,72
ΑΙΓΑΙΟΥ,2025-12-30 16:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,284,76
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,2213,43
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΚΟΡΩΠΙ,-,2613,79
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,2764,80
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,506,115
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΡΟΥΠΑΚΙ,-,1565,78
ΓΕΦΥΡΑ,2025-12-30 16:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,629,0
ΓΕΦΥΡΑ,2025-12-30 16:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,447,0
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΑΚΤΙΟ,ΗΓΟΥΜΕΝΙΤΣΑ,169,12
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΑΚΤΙΟ,ΛΑΜΙΑ,142,9
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΑΝΑΛΗΨΗ,ΗΓΟΥΜΕΝΙΤΣΑ,488,56
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΑΝΑΛΗΨΗ,ΚΗΠΟΙ,405,50
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΗΓΟΥΜΕΝΙΤΣΑ,724,93
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΚΗΠΟΙ,965,113
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΙΑΣΜΟΥ,ΗΓΟΥΜΕΝΙΤΣΑ,164,10
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΙΑΣΜΟΥ,ΚΗΠΟΙ,233,31
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΜΑΛΓΑΡΑ,ΗΓΟΥΜΕΝΙΤΣΑ,1268,140
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΜΑΛΓΑΡΑ,ΚΗΠΟΙ,1194,115
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΗΓΟΥΜΕΝΙΤΣΑ,406,39
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΚΗΠΟΙ,316,45
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-30 16:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,108,15
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-30 16:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,157,25
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 16:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,745,62
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 16:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,459,92
ΜΟΡΕΑΣ,2025-12-30 16:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,164,12
ΜΟΡΕΑΣ,2025-12-30 16:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,253,17
ΜΟΡΕΑΣ,2025-12-30 16:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,487,30
ΜΟΡΕΑΣ,2025-12-30 16:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,396,33
ΜΟΡΕΑΣ,2025-12-30 16:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,718,60
ΜΟΡΕΑΣ,2025-12-30 16:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,557,53
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 16:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,513,34
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 16:00:00+02:00,ΚΛΟΚΟΒΑ,ΙΩΑΝΝΙΝΑ,349,41
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 16:00:00+02:00,ΤΕΡΟΒΟ,ΑΝΤΙΡΡΙΟ,395,19
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 16:00:00+02:00,ΤΕΡΟΒΟ,ΙΩΑΝΝΙΝΑ,312,43
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 16:00:00+02:00,ΑΦΙΔΝΕΣ,ΑΘΗΝΑ,2011,172
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 16:00:00+02:00,ΑΦΙΔΝΕΣ,ΛΑΜΙΑ,1290,164
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 16:00:00+02:00,ΘΗΒΑ,ΑΘΗΝΑ,881,60
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 16:00:00+02:00,ΘΗΒΑ,ΛΑΜΙΑ,476,110
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΑΘΗΝΑ,2170,136
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΠΑΤΡΑ,1772,187
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΙΣΘΜΟΣ,ΑΘΗΝΑ,1832,99
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΙΣΘΜΟΣ,ΠΑΤΡΑ,1427,134
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΡΙΟ,ΑΘΗΝΑ,760,69
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 16:00:00+02:00,ΡΙΟ,ΠΑΤΡΑ,631,62
ΑΙΓΑΙΟΥ,2025-12-30 17:00:00+02:00,ΚΛΕΙΔΙ,ΑΘΗΝΑ,653,116
ΑΙΓΑΙΟΥ,2025-12-30 17:00:00+02:00,ΚΛΕΙΔΙ,ΘΕΣΣΑΛΟΝΙΚΗ,643,75
ΑΙΓΑΙΟΥ,2025-12-30 17:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΑΘΗΝΑ,453,74
ΑΙΓΑΙΟΥ,2025-12-30 17:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,390,97
ΑΙΓΑΙΟΥ,2025-12-30 17:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΑΘΗΝΑ,6,0
ΑΙΓΑΙΟΥ,2025-12-30 17:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,241,59
ΑΙΓΑΙΟΥ,2025-12-30 17:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,353,45
ΑΙΓΑΙΟΥ,2025-12-30 17:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,226,76
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,2196,18
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΚΟΡΩΠΙ,-,2775,74
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,2660,53
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,503,65
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΡΟΥΠΑΚΙ,-,1513,51
ΓΕΦΥΡΑ,2025-12-30 17:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,510,0
ΓΕΦΥΡΑ,2025-12-30 17:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,400,0
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΑΚΤΙΟ,ΗΓΟΥΜΕΝΙΤΣΑ,125,8
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΑΚΤΙΟ,ΛΑΜΙΑ,122,5
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΑΝΑΛΗΨΗ,ΗΓΟΥΜΕΝΙΤΣΑ,423,54
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΑΝΑΛΗΨΗ,ΚΗΠΟΙ,384,49
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΗΓΟΥΜΕΝΙΤΣΑ,627,60
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΚΗΠΟΙ,910,80
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΙΑΣΜΟΥ,ΗΓΟΥΜΕΝΙΤΣΑ,165,5
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΙΑΣΜΟΥ,ΚΗΠΟΙ,251,20
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΜΑΛΓΑΡΑ,ΗΓΟΥΜΕΝΙΤΣΑ,1163,146
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΜΑΛΓΑΡΑ,ΚΗΠΟΙ,1166,89
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΗΓΟΥΜΕΝΙΤΣΑ,401,50
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΚΗΠΟΙ,277,34
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-30 17:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,105,21
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-30 17:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,129,25
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 17:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,675,70
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 17:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,405,111
ΜΟΡΕΑΣ,2025-12-30 17:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,188,9
ΜΟΡΕΑΣ,2025-12-30 17:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,253,13
ΜΟΡΕΑΣ,2025-12-30 17:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,401,24
ΜΟΡΕΑΣ,2025-12-30 17:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,381,26
ΜΟΡΕΑΣ,2025-12-30 17:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,651,35
ΜΟΡΕΑΣ,2025-12-30 17:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,555,56
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 17:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,408,34
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 17:00:00+02:00,ΚΛΟΚΟΒΑ,ΙΩΑΝΝΙΝΑ,323,29
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 17:00:00+02:00,ΤΕΡΟΒΟ,ΑΝΤΙΡΡΙΟ,403,24
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2025-12-30 17:00:00+02:00,ΤΕΡΟΒΟ,ΙΩΑΝΝΙΝΑ,324,28
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 17:00:00+02:00,ΑΦΙΔΝΕΣ,ΑΘΗΝΑ,1980,154
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 17:00:00+02:00,ΑΦΙΔΝΕΣ,ΛΑΜΙΑ,1183,160
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 17:00:00+02:00,ΘΗΒΑ,ΑΘΗΝΑ,869,57
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 17:00:00+02:00,ΘΗΒΑ,ΛΑΜΙΑ,489,87
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΑΘΗΝΑ,2147,126
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΠΑΤΡΑ,1591,183
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΙΣΘΜΟΣ,ΑΘΗΝΑ,1745,111
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΙΣΘΜΟΣ,ΠΑΤΡΑ,1341,148
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΡΙΟ,ΑΘΗΝΑ,643,57
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2025-12-30 17:00:00+02:00,ΡΙΟ,ΠΑΤΡΑ,647,58
ΑΙΓΑΙΟΥ,2025-12-30 18:00:00+02:00,ΚΛΕΙΔΙ,ΑΘΗΝΑ,647,69
ΑΙΓΑΙΟΥ,2025-12-30 18:00:00+02:00,ΚΛΕΙΔΙ,ΘΕΣΣΑΛΟΝΙΚΗ,532,90
ΑΙΓΑΙΟΥ,2025-12-30 18:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΑΘΗΝΑ,393,90
ΑΙΓΑΙΟΥ,2025-12-30 18:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,317,87
ΑΙΓΑΙΟΥ,2025-12-30 18:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΑΘΗΝΑ,6,2
ΑΙΓΑΙΟΥ,2025-12-30 18:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,221,49
ΑΙΓΑΙΟΥ,2025-12-30 18:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,197,38
ΑΙΓΑΙΟΥ,2025-12-30 18:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,198,87
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,2097,23
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΚΟΡΩΠΙ,-,2177,35
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,2284,51
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,397,66
ΑΤΤΙΚΗ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΡΟΥΠΑΚΙ,-,1289,41
ΓΕΦΥΡΑ,2025-12-30 18:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,484,0
ΓΕΦΥΡΑ,2025-12-30 18:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,357,0
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΑΚΤΙΟ,ΗΓΟΥΜΕΝΙΤΣΑ,111,10
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΑΚΤΙΟ,ΛΑΜΙΑ,124,5
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΑΝΑΛΗΨΗ,ΗΓΟΥΜΕΝΙΤΣΑ,364,40
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΑΝΑΛΗΨΗ,ΚΗΠΟΙ,383,34
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΗΓΟΥΜΕΝΙΤΣΑ,527,44
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΚΗΠΟΙ,694,65
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΙΑΣΜΟΥ,ΗΓΟΥΜΕΝΙΤΣΑ,119,6
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΙΑΣΜΟΥ,ΚΗΠΟΙ,218,40
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΜΑΛΓΑΡΑ,ΗΓΟΥΜΕΝΙΤΣΑ,1121,82
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΜΑΛΓΑΡΑ,ΚΗΠΟΙ,952,103
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΗΓΟΥΜΕΝΙΤΣΑ,358,40
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2025-12-30 18:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΚΗΠΟΙ,211,47
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-30 18:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,145,16
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2025-12-30 18:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,79,51
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 18:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,585,53
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2025-12-30 18:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,394,90
ΜΟΡΕΑΣ,2025-12-30 18:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,168,11
ΜΟΡΕΑΣ,2025-12-30 18:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,218,13
ΜΟΡΕΑΣ,2025-12-30 18:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,370,22
ΜΟΡΕΑΣ,2025-12-30 18:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,347,21
ΜΟΡΕΑΣ,2025-12-30 18:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,570,33
